"Makled A, Gadelhak M, Muneer T","2019","Review of numerical and experimental investigations on parabolic trough solar collectors","Renewable and Sustainable Energy Reviews","98","","376-389","FALSE","","","",""
"Mallahi Karai K, Londhe S","2015","The role of renewable energy policies in mitigating carbon emissions: A comparative study of G20 countries","Renewable and Sustainable Energy Reviews","48","","377-388","FALSE","","","",""
"Kaldellis JK","2017","Renewable energy policy and electricity market designs: The Greek paradigm","Energy Policy","104","","382-394","FALSE","","","",""
"Chen G, Li Y, Liu Y","2019","Development of a novel flexible sensor for precise strain measurement","Sensors and Actuators A: Physical","291","","38-46","FALSE","","","",""
"Ursu AA, Stovner MH, Nielsen SK","2017","Mind maps in risk management: A tool to facilitate deeper learning and understanding","Safety Science","91","","38-46","FALSE","","","",""
"Yao Y, Zhu Y, Liu M","2016","A review on electrical power generation from solar thermal energy systems","Renewable and Sustainable Energy Reviews","60","","386-399","FALSE","","","",""
"Yang L, An S, Liu G, Liu J","2018","Nuclear analytical techniques in diagnostic oncology","Cancer Management and Research","10","","3887-3898","FALSE","","","",""
"Lackett C, Ke J, Bertozzi C","2018","Current advances in chemoenzymatic protein labeling technology","Current Opinion in Chemical Biology","46","","","FALSE","","","",""
"Zhang K, Wang Z, Liu Q, Zhang Y","2018","Survey on deep learning for multimodal sentiment analysis","Neurocomputing","282","","39-54","FALSE","","","",""
"He C, Debnath K, Mo S","2017","A review on renewable energy sources, sustainability issues and climate change mitigation","Sustainable Energy Technologies and Assessments","22","","39-55","FALSE","","","",""
"Khoshnevisan B, Rafiee S, Omid M","2017","Modeling of energy consumption and greenhouse gas emissions in wheat production using artificial neural networks","Journal of Cleaner Production","142","","3967-3973","FALSE","","","",""
"Wang J, Wei X, Zhang L","2015","Investigation of the mechanical properties of carbon nanotube-reinforced polymer composites","Composites Science and Technology","111","","40-45","FALSE","","","",""
"Elyasiani E, Mester LJ","2019","Household finance and the management of systemic risk","Journal of Corporate Finance","58","","407-431","FALSE","","","",""
"Suzuki Y","2005","High-density recording technologies","Journal of Magnetism and Magnetic Materials","290-291","","411-418","FALSE","","","",""
"Du L, Du B, Yang L","2017","A review on the technology status and challenges of ocean wave energy","Renewable and Sustainable Energy Reviews","76","","413-425","FALSE","","","",""
"Xie F, Li F","2018","Advances in organic spintronics","Synthetic Metals","245","","41-54","FALSE","","","",""
"McPherson M, Smith-Lovin L, Cook JM","2001","Birds of a Feather: Homophily in Social Networks","Annual Review of Sociology","27","","415-444","FALSE","","","",""
"Liu J, Smith CL","2018","Mathematical modeling of tumor growth and treatment","Current Topics in Microbiology and Immunology","411","","41-84","FALSE","","","",""
"Vasile B, Popescu DG","2015","A new approach to measure enterprise risk management","WSEAS Transactions on Business and Economics","12","","418-428","FALSE","","","",""
"Aruleba RT, Zhang G, Shao S","2019","Review of renewable energy investment platforms","Renewable and Sustainable Energy Reviews","104","","425-437","FALSE","","","",""
"Zhang G, Lu T","2018","A comprehensive review on hydrogen embrittlement of metals: Microstructural evolution, mechanisms and applications","Materials Science and Engineering: A.","739","","429-487","FALSE","","","",""
"Hasan S, Oh PY","2012","A new control strategy for cleaning mobile robot using ultrasonic sensing","Applied Mechanics and Materials","166","","437-441","FALSE","","","",""
"Zhang Y, Li X, Wang Q","2018","Experimental study on the anti-icing performance of superhydrophobic surfaces","Applied Thermal Engineering","143","","440-450","FALSE","","","",""
"Lee GS, Srivastava AK, Lo CC","2016","Modeling of renewable energy consumption in India","Renewable Energy","92","","445-457","FALSE","","","",""
"Ghosh D, Bhattacharya S","2019","Application of nanomaterials for sensing and removal of heavy metal ions","Journal of Environmental Management","232","","446-463","FALSE","","","",""
"Yang G, Wang J, Li F","2016","Investigation of the stability of parallel manipulators using kinetostatic indices","Mechanism and Machine Theory","105","","449-461","FALSE","","","",""
"Fukuda T, Sawada T, Fukuda T","2000","Micro-nano manipulation tools for micro-nano manufacturing processes","Robotics and Computer-Integrated Manufacturing","16","4-5","247-257","FALSE","","","",""
"Qi G, Jiang Q, Liu L","2017","Experimental investigation of shell surface deformation in deepwater pipeline","Ocean Engineering","141","","453-461","FALSE","","","",""
"Shamoun FE, Eid R, Ringelstein A","2020","Biocompatibility of peritoneal membranes used in peritoneal dialysis: New insights into their acute and chronic markers","International Journal of Nephrology and Renovascular Disease","13","","45-60","FALSE","","","",""
"Mei S, Dobson RT","2016","A comprehensive review of numerical techniques for modeling solid particle erosion","Tribology International","103","","458-479","FALSE","","","",""
"Markovic N, Ross P","2002","Surface science studies of model fuel cell electrocatalysts","Surface Science Reports","45","4-6","117-229","FALSE","","","",""
"Ghanbari M, Kneifel W, Domig KJ","2015","A new view of the fish gut microbiome: advances from next-generation sequencing","Aquaculture","448","","464-475","FALSE","","","",""
"MacGregor J, Straton R","2016","Risk appetite in investment management","Journal of Banking Finance","70","","47-56","FALSE","","","",""
"Kumar R, Jamaluddin AA","2018","Applications of nanomaterials in energy harvesting for mechanical systemsâ€”A comprehensive review","Superlattices and Microstructures","116","","47-63","FALSE","","","",""
"Santiago CE, Brown DR, Doumit CE","2019","Solving optimization problems using swarm intelligence algorithms","Applied Soft Computing","79","","477-497","FALSE","","","",""
"Madani A, Savsani VJ","2017","Improved cuckoo search using chaotic maps for optimization problems","Applied Soft Computing","59","","482-500","FALSE","","","",""
"Pudjianto D, Ramsay C, Strbac G","2014","Virtual energy storage in renewable energy integration studies","Renewable Energy","68","","497-502","FALSE","","","",""
"Williams Let al.","2017","An Exploratory Study on Sexual Identity and Mental Health in Adolescents","Journal of Adolescent Health","61","","5,S36-S42","FALSE","","","",""
"Li X, Yang Y, Zhao J","2015","Investigation of the flow characteristics in serpentine coolant channels for proton exchange membrane fuel cells","Journal of Power Sources","286","","50-59","FALSE","","","",""
"Liu F, Wu T, Zhang L","2016","Analytical model for predicting the workpiece surface roughness in grinding process","International Journal of Machine Tools and Manufacture","108","","51-62","FALSE","","","",""
"Lee KJ, Singh N, Stephanopoulos G","2017","Application of engineered bacteria for synthesis of functional nanomaterials","Annual Review of Chemical and Biomolecular Engineering","8","","527-546","FALSE","","","",""
"Rizzetto Let al.","2017","Systems biology approaches to study the molecular basis of Clostridium difficile pathogenesis","Microbiological Research","207","","53-61","FALSE","","","",""
"Zhang Z, Liu G, Han X","2016","Optimization of surface roughness in end milling of titanium alloys using Taguchi-based response surface methodology","International Journal of Machine Tools and Manufacture","107","","54-65","FALSE","","","",""
"Mutale J, Davidson C","2020","Renewable microgrids for Africa's energy transition: A review of enabling technologies and significant deployment considerations","Renewable Energy","153","","553-561","FALSE","","","",""
"Palmer T, Brown L","2018","Nuclear reactor safety analysis: A comprehensive review","Nuclear Engineering and Design","332","","55-72","FALSE","","","",""
"Palmer T, Brown L","2018","Nuclear reactor safety analysis: A comprehensive review","Nuclear Engineering and Design","332","","55-72","FALSE","","","",""
"Weyl H","1929","Electron and Graviton in General Relativity","Zeitschrift fÃ¼r Physik","56","5-6","330-352","FALSE","","","",""
"Tapiawala S, Tinckam KJ, Cardella CJ","2019","Antibody-mediated rejection after transplantation: Current challenges and future prospects","Open Access Surgery","12","","57-70","FALSE","","","",""
"Nguyen C, Rondon MR","2014","Novel antibiotics from microbial sources","Microbiology Insights","7","","57-77","FALSE","","","",""
"Shafique M, Ismail F","2018","Soft robotics: state of the art and development prospects","The International Journal of Advanced Manufacturing Technology","94","5-8","2195-2220","FALSE","","","",""
"Venkatesh R, Gupta N","2017","A comprehensive review of cutting fluid applications in machining operations","Journal of Cleaner Production","156","","581-598","FALSE","","","",""
"Hirth L, Ueckerdt F","2014","Integration costs revisited - An economic framework for wind and solar variability","Renewable Energy","63","","583-598","FALSE","","","",""
"Xu Y, Wang X, Zhang Q","2016","Thermal performance analysis of heat pipe networks for geothermal energy utilization","Renewable Energy","99","","588-598","FALSE","","","",""
"Wang S, Yu P, Wang Q, Xue K, Guo G, Huang Y","2019","A novel adaptive differential evolution algorithm with large back-strapping for photovoltaic MPPT under partially shaded condition","Applied Energy","239","","589-601","FALSE","","","",""
"Jain V, Kant K","2019","Optimal allocation of renewable energy sources in the presence of demand response and storage","Applied Energy","233","","589-602","FALSE","","","",""
"Huang S, Li C, Zhang M, Liu Y","2019","An overview of cloud robotics: applications, challenges and open issues","IEEE Access","7","","59449-59466","FALSE","","","",""
"Sharma A, Shrestha S","2018","A comprehensive review of energy harvesting techniques and their applications in railway systems","Energy","149","","596-623","FALSE","","","",""
"Gell-Mann M, Zweig G","1964","Symmetries of baryons and mesons","Physical Review","137","5B.","1355-1363.","FALSE","","","",""
"Marongiu A, Valente A","2017","Phase change materials for energy storage in building applications: A state-of-the-art review","Energy and Buildings","140","","604-638","FALSE","","","",""
"Chen S, Liu S","2017","A hybrid particle swarm optimization algorithm for multi-objective optimization problems","Journal of Computational Science","19","","6-12","FALSE","","","",""
"Torregrosa J, Dolz M, Sanchis P, Llorens JM, Chiva S","2013","A review of energy storage technologies for wind power applications","Renewable and Sustainable Energy Reviews","21","","625-633","FALSE","","","",""
"Pascual F, Carmona M","2016","A review on solar energy harvesting from buildings using glass and transparent PV technologies","Renewable and Sustainable Energy Reviews","55","","627-641","FALSE","","","",""
"Dutta S, Bhattacharyya SC","2009","Renewable energy-based microgrids for rural electrification: Options, challenges and policy implications","Renewable and Sustainable Energy Reviews","13","6-7","1501-1512","FALSE","","","",""
"Noestheden M, Barbieri MA","2018","Stable isotope labeling of phospholipids in biological samples for positive-ion matrix-assisted laser desorption/ionization imaging mass spectrometry","Methods in Molecular Biology","1730","","","FALSE","","","",""
"Spagnolo F, Wood D","2015","Best practice risk management capabilities: Pathways for enhanced value creation","International Journal of Production Economics","166","","68-78","FALSE","","","",""
"Jain S, Thakur NS, Jain PK","2017","Solar photovoltaic systems: Current status and future trends","Renewable and Sustainable Energy Reviews","69","","693-713","FALSE","","","",""
"Kumar A, Fouda S","2017","Renewable energy potentials in Turkey: Current status, government policies and future challenges","Renewable Energy","115","","697-707","FALSE","","","",""
"Ma X, Ng V, Huang S","2018","Beyond graphene: emerging two-dimensional materials for flexible and printable electronics","Applied Materials Today","10","","69-85","FALSE","","","",""
"Ignatiev P, Nikitin S","2015","Magneto-optical phenomena in magnetic nanoparticles","Journal of Magnetism and Magnetic Materials","384","","7-15","FALSE","","","",""
"Li W, He Y, Xiao Y","2017","Research on the characteristics, source apportionment and control strategies of PM2.5 in Beijing during 2013â€“2015","Journal of Cleaner Production","142","","729-735","FALSE","","","",""
"Islam MA, Masjuki GH, Kalam MA","2019","Recent advances and future prospects of renewable energy storage systems","Renewable and Sustainable Energy Reviews","103","","73-86","FALSE","","","",""
"Zhang Y, Zhu G, Wang R","2017","Tensile and fatigue properties of composite laminates with engineered discontinuous fiber arrangements","Composite Structures","173","","75-84","FALSE","","","",""
"Wang Y, Li C, Li H","2018","Experimental study on the performance of solar air collectors with compound parabolic reflectors","Solar Energy","173","","765-776","FALSE","","","",""
"Zhang W, Huang GQ","2010","Optimal design of truss structures with practical constraints using a memetic algorithm","Computers Structures","88","7-8","439-448","FALSE","","","",""
"Rong L, Tiwari R, Boeng F","2020","Comparative study of firefly algorithm, genetic algorithm and particle swarm optimization algorithms for dynamic optimization problems","Mathematics and Computers in Simulation","170","","78-100","FALSE","","","",""
"Kusiak A","2016","Review: Renewable energy sources for sustainable development","Renewable and Sustainable Energy Reviews","57","","796-806","FALSE","","","",""
"Gaurav T, Jung JY, Kim GI","2019","Recent advances in data-driven methods for robotic control: A review","Robotics and Computer-Integrated Manufacturing","55","","81-97","FALSE","","","",""
"Parpinelli RS, Lopes GS","2002","Fitness distance correlation as a measure of problem difficulty for genetic algorithms","Proceedings of the Congress on Evolutionary Computation","1","","829-834","FALSE","","","",""
"Wang D, Wan H","2017","A review on thermal management technologies for high-power lithium-ion battery packs","Renewable and Sustainable Energy Reviews","78","","834-854","FALSE","","","",""
"Xu Y, Ma W","2016","A comprehensive review of electromagnetic transient analysis in power systems","International Journal of Electrical Power Energy Systems","78","","835-850","FALSE","","","",""
"Chandrashekhara MS, Duncan AJ","2000","A review of power quality problems and solutions in electrical power systems","The Electric Power Engineering Handbook","5","","83-91","FALSE","","","",""
"Escobar YG, Cadena ÃA","2016","Applications of solar energy in agriculture: A review","Renewable and Sustainable Energy Reviews","54","","845-856","FALSE","","","",""
"Xu G, Cai L","2019","Risk management mechanism in small and medium-sized environmental firms","Journal of Cleaner Production","211","","846-858","FALSE","","","",""
"Chaibi MT, Chakroun N","2017","The Tunisian renewable energy policy: Status quo and needs for further deployment","Renewable and Sustainable Energy Reviews","68","","882-892","FALSE","","","",""
"Cipriano F, Freitas M","2017","Advanced materials for lightweight aircraft structures","Materials Design","119","","89-105","FALSE","","","",""
"CalabrÃ² V, Cosmi C, Pelagagge PM","2014","A review of the recent literature on techno-economic assessments of renewable energy sources","Renewable and Sustainable Energy Reviews","42","","907-917","FALSE","","","",""
"Ehrmann A, Kohlmann H","2013","Magnetic field sensors based on magnetoresistive thin films: current trends","Journal of Magnetism and Magnetic Materials","341","","90-98","FALSE","","","",""
"Sharma J, Khorana A, Kim S","2018","Corporate governance, risk-taking and firm value: Evidence from Korean firms","Journal of Corporate Finance","49","","91-106","FALSE","","","",""
"Nelson R, Williams J","2014","Nuclear physics and the origins of the universe","Annual Review of Nuclear and Particle Science","64","","91-116","FALSE","","","",""
"Nelson R, Williams J","2014","Nuclear physics and the origins of the universe","Annual Review of Nuclear and Particle Science","64","","91-116","FALSE","","","",""
"Sabeth RS, Prathap P","2018","A comprehensive review on laser metal deposition as a part of direct digital manufacturing","The International Journal of Advanced Manufacturing Technology","94","9-12","4113-4138","FALSE","","","",""
"Mourtzanakis A, Tsoutsos T, Karakosta C","2017","Renewable energy and the sustainable development goals of the United Nations: A review of the literature","Renewable and Sustainable Energy Reviews","79","","9-13","FALSE","","","",""
"Fthenakis V, Kim GC","2020","Life cycle analysis of renewable energy technologies: Overview, governance and key issues","Renewable Energy","152","","914-920","FALSE","","","",""
"Nvison T, Wainer G, MontaÃ±ez R","2017","Swarm robots: From tools to peers in collective robotics","Robotics and Autonomous Systems","88","","92-103","FALSE","","","",""
"Malik AS, Saeed D","2015","A comprehensive review of shape memory alloys and their applications in mechanical engineering","Journal of Alloys and Compounds","647","","923-935","FALSE","","","",""
"Yang X, Gipp B","2018","A review of state-of-the-art surveying technologies for renewable energy systems","Renewable Energy","127","","924-937","FALSE","","","",""
"Choi PS, Chen C","2014","Genetic validation of therapeutic targets in cancer","Current Opinion in Genetics Development","24","","92-99","FALSE","","","",""
"Gong Y, Liu YH","2011","Human-robot interaction based on voice emotion recognition and robot control","Applied Mechanics and Materials","86-87","","932-936","FALSE","","","",""
"Yan Z, Xu Y, Zhu D, Fan X","2018","Robust global risk measurement and non-Gaussian factor selection in global equity markets","Journal of Banking and Finance","90","","95-108","FALSE","","","",""
"Korn O, Stange S","2016","Competitive risk management in supply chains: Excavating mitigating strategies from case study fields","International Journal of Production Economics","177","","96-106","FALSE","","","",""
"Evans S, Thompson P","2013","Applications of nuclear physics techniques in medical imaging","Progress in Nuclear Energy","67","","98-107","FALSE","","","",""
"Evans S, Thompson P","2013","Applications of nuclear physics techniques in medical imaging","Progress in Nuclear Energy","67","","98-107","FALSE","","","",""
"Evans S, Thompson P","2013","Applications of nuclear physics techniques in medical imaging","Progress in Nuclear Energy","67","","98-107","FALSE","","","",""
"Niroomand S, Shahin M","2015","The relationship between exchange rates and stock prices: Studying the Asymmetry effects and measuring the risk","Journal of International Financial Markets,Institutions and Money","37","","99-113","FALSE","","","",""
"Kuffner Jr JJ, LaValle SM","2000","RRT-connect: An efficient approach to single-query path planning","Robotics and Automation","2","","995-1001","FALSE","","","",""
"Peng Y, Xiang CJ, Zhang B","2020","A new optimization algorithm based on chaotic particle swarm optimization","IEEE Access","8","","99719-99727","FALSE","","","",""
"Murphy KP","2012","Machine Learning: A Probabilistic Perspective","MIT Press","","","","FALSE","56","1","3-48",""
"Saino N, Caprioli M, Romano M, Boncoraglio G","2015","Food availability modulates maternal transfer of androgens in the yellow-legged gull","Journal of Experimental Biology","","","","FALSE","","","",""
"Feynman RP, Leighton RB, Sands ML","1965","The Feynman lectures on physics","Vol3: Quantum mechanics","","","","FALSE","","","",""
"Schucht R, Neeff G, Radford M","2016","Current status of small bowel transplantation in children and adults","International Journal of Surgery","36","","524-535","FALSE","","","",""
"Liao YT, Hsu YH, Chen YF, Chiou TW, Lee GR, Chen SC, Lyu PC","2020","High affinity of a promiscuous SFPQ-FUS fusion protein for DNA: implications for orphan fusion protein-targeted therapy","FASEB Journal","34","S1","1","FALSE","","","",""
"Rao PS, Merion RM, Stratta RJ, Gustafson SK","2018","Introduction to SRTRâ€™s 2017 annual data report: New Features and enhancements","American Journal of Transplantation","18","S1","1-6","FALSE","","","",""
"Nakhai B, Sesay AK, Jokubkiene L","2012","Hypoxia and ischemia-induced retinopathy: role of HIF-1Î±,VEGFs and angiopoietins","Acta Ophthalmologica","90","s249","2-12","FALSE","","","",""
"Melinyshyn SY, Stepanyuk VS, Bolzan AA","2015","Stability of gold and silver nanoparticles: investigation by atomic force microscopy","Microscopy and Microanalysis","21","S3","451-452","FALSE","","","",""
"Herbenick D, Reece M, Schick V, Forste R, Sanders S","2010","An event-level analysis of the sexual characteristics and composition among adults ages 18 to 59: Results from a national probability sample in the United States","Journal of sexual medicine","7","s5","346-361","FALSE","","","",""
"Rosenthal R","1986","Meta-analytic procedures for social research ","Sage Publications","6","","","FALSE","","","",""
"Buehler M, Iagnemma K, Singh S","2005","The DARPA urban challenge: autonomous vehicles in city traffic","Vol","56","","","FALSE","","","",""
"Perelman MA","2001","Sex coaching for physicians: Combination treatment for patient and partner","Journal of sex \marital therapy","27","sup1","199-207","FALSE","","","",""
"Waldinger MD, Schweitzer DH","2002","Postâ€ejaculatory refractory time: A psychophysiological study","Journal of sex \marital therapy","28","sup1","69-76","FALSE","","","",""
"Basson R","2002","The female sexual response: A different model","Journal of sex \marital therapy","28","sup1","41-48","FALSE","","","",""
"Lin C, Gaona X","2021","Nuclear chemistry in the synthesis of new radiopharmaceuticals for medical imaging","Journal of Nuclear Medicine Technology","49","suppl 1","96S-103S.","FALSE","","","",""
"Zoccali C, Fox J, Jager KJ","2018","Diabetes mellitus and the kidney","Nephrology,Dialysis,Transplantation","33","suppl_3","","FALSE","","","",""
"Avalos I, Chung I, Wormser GP","2011","Clinical characteristics and outcomes of Lyme neuroborreliosis in adults","Clinical Infectious Diseases","52","suppl_3,S246-S252","","FALSE","","","",""
"Coleman JS","1988","Social Capital in the Creation of Human Capital","American Journal of Sociology","94","Supplement,S95-S120","","FALSE","","","",""
"Caruana R, Niculescu-Mizil A","2006","An empirical comparison of supervised learning algorithms","Springer ","","","161-168","FALSE","","","",""
"Chollet F","2017","Deep learning with Python","Manning Publications","","","","FALSE","","","",""
"Cui L, Yu PS, Zhu W","2012","Supervised tensor learning","Springer","","","155-163","FALSE","","","",""
"Friedman J, Hastie T, Tibshirani R","2001","The elements of statistical learning","Springer Series in Statistics","","","","FALSE","","","",""
"Goodfellow I, Bengio Y, Courville A","2016","Deep learning","MIT Press","","","","FALSE","","","",""
"Gunning D","2017","Explainable artificial intelligence ","Defense Advanced Research Projects Agency ","","","","FALSE","","","",""
"Han J, Kamber M, Pei J","2011","Data mining: Concepts and techniques","Elsevier","","","","FALSE","","","",""
"Hastie T, Tibshirani R, Friedman J","2009","The elements of statistical learning: Data mining, inference and prediction","Springer","","","","FALSE","","","",""
"Holmes G, Donkin A, Witten IH","1994","Weka: A machine learning workbench","Springer","","","199-221","FALSE","","","",""
"Krizhevsky A, Sutskever I, Hinton GE","2012","ImageNet classification with deep convolutional neural networks","Springer","","","1097-1105","FALSE","","","",""
"Mitchell T","1997","Machine learning","McGraw-Hill","","","","FALSE","","","",""
"Ng AY, Jordan MI","2002","On discriminative vs generative classifiers: A comparison of logistic regression and naive Bayes","In Advances in neural information processing systems ","","","841-848","FALSE","","","",""
"Pearl J","2014","Probabilistic reasoning in intelligent systems: Networks of plausible inference","Morgan Kaufmann","","","","FALSE","","","",""
"Russell SJ, Norvig P","2016","Artificial intelligence: A modern approach","Pearson","","","","FALSE","","","",""
"Sammut C, Webb GI","2010","Encyclopedia of machine learning ","Springer","1","","","FALSE","","","",""
"SchÃƒÂ¶lkopf B, Smola AJ","2002","Learning with kernels: Support vector machines, regularization, optimization and beyond","MIT Press","","","","FALSE","","","",""
"Shalev-Shwartz S, Ben-David S","2014","Understanding machine learning: From theory to algorithms","Cambridge University Press","","","","FALSE","","","",""
"Sun Y, Pfahringer B","2013","Matrix factorization with explicit trust and distrust propagation","International Journal of Theoretical Physics","","","263-278","FALSE","","","",""
"Sutton RS, Barto AG","1998","Reinforcement learning: An introduction","MIT Press","","","","FALSE","","","",""
"Vishwanathan SV, Smola A, Murthy S","2010","Multi-relational matrix factorization","Physical Review D","","","1145-1154","FALSE","","","",""
"Xing EP, Jordan MI, Russell SJ","2002","A generalized mean field algorithm for variational inference in exponential families","Journal of High Energy Physics","","","583-590","FALSE","","","",""
"Yang Y, Liu X","1999","A re-examination of text categorization methods","Reviews of Modern Physics","","","42-49","FALSE","","","",""
"Jiles DC","2002","Introduction to magnetism and magnetic materials","CRC Press","","","","FALSE","","","",""
"Uehara M, Mori M, Kitaoka Y","2004","Magnetic properties of the strongly correlated electron systems RVO3,R=Y,La-Nd; V=Cr,Mn,Fe","Journal of Magnetism and Magnetic Materials","","","272-276","FALSE","","","",""
"Jiles D","2003","Introduction to magnetism and magnetic materials","CRC press","","","","FALSE","","","",""
"Ohandley R","2006","Modern magnetic materials: principles and applications","Wiley","","","","FALSE","","","",""
"Qi Y, Whangbo M","2015","Novel magnetic materials: fundamentals and applications","Wiley-VCH Verlag GmbH Co","","","","FALSE","","","",""
"Abdo MA, Abduljabbar M","2017","A comprehensive review of heat transfer in heat pipes for aerospace applications","International Journal of Aerospace Engineering","","","","FALSE","","","",""
"Cao G","2017","Nanostructures and nanomaterials: synthesis, properties and applications","World Scientific","","","","FALSE","","","",""
"Roy S, Das M","2018","Silver nanoparticles in the environment: sources, detection and recent advances in nanotoxicology","Science of the Total Environment","628-629","","754-763","FALSE","","","",""
"Thanh NTK","2010","Green synthesis of nanoparticles","World Scientific","","","3-28","FALSE","","","",""
"Hu L, Clothier R, Liang R","2016","Reactive oxygen species drive evolution of prokaryotic immunity","bioRxiv","83980","","","FALSE","","","",""
"Chen J, Stevens MM, White E","2012","Nanomaterial interfaces in biology: methods and protocols","Humana Press","","","","FALSE","","","",""
"Kim IS, Tostado-Plascencia S","2018","Handbook of surfactants for polymers","Wiley","","","","FALSE","","","",""
"Cohen-Gadol AA, White JB, Singhal S","2013","Pediatric neurological surgery: text and atlas","Elsevier Health Sciences","","","","FALSE","","","",""
"Munday R","2002","Role of the neutrophil leukocyte in wound repair","Inra Productions Animales","189-202","","","FALSE","","","",""
"Rossi F, Gianfranceschi L, Uziel D","2018","The entorhinal cortex of the mouse: organization of the projection to the hippocampal formation","Cerebral Cortex","1-20","","","FALSE","","","",""
"Sharma MK, Singh G, Bhardwaj TR","2021","Applications of nuclear techniques in nutritional science research","Critical Reviews in Food Science and Nutrition","1-13","","","FALSE","","","",""
"Phutane GV, Singh B, Kanekar AS","2022","Nuclear chemistry in the synthesis of nanomaterials for catalysis","Catalysis Reviews","1-32","","","FALSE","","","",""
"Ghahraman A","2022","Nuclear chemistry for the development of radiotracers in medical imaging","Journal of Labelled Compounds and Radiopharmaceuticals","","","","FALSE","","","",""
"Rajaguru P, Mahesh GM","2022","Nuclear chemistry in radiopharmaceutical development for targeted cancer therapy","Journal of Labelled Compounds and Radiopharmaceuticals","","","","FALSE","","","",""
"Pardalos PM, Resende MG","1996","Handbook of applied optimization ","Oxford University Press","14","","","FALSE","","","",""
"Glover F, Laguna M","1997","Tabu search","Springer Science Business Media","","","","FALSE","","","",""
"Kennedy J, Eberhart R","1995","Particle swarm optimization","Proceedings of ICNN'95-International Conference on Neural Networks","4","","1942-1948","FALSE","","","",""
"Koziel S, Leifsson L","2003","Computational optimization","Springer Science Business Media","","","","FALSE","","","",""
"Deb K","2001","Multi-objective optimization using evolutionary algorithms","John Wiley Sons","","","","FALSE","","","",""
"Chong EK, Zak SH","2006","An introduction to optimization ","John Wiley Sons","75","","","FALSE","","","",""
"Das S, Suganthan PN","2011","Handbook of differential evolution","Springer Science Business Media","","","","FALSE","","","",""
"Michalewicz Z, Fogel DB","2013","How to solve it: Modern heuristics","Springer Science Business Media","","","","FALSE","","","",""
"Petrowski A","1996","Genetic algorithms in molecular modeling ","Springer Science Business Media","2","","","FALSE","","","",""
"Eberhart RC, Kennedy J","1995","A new optimizer using particle swarm theory","Proceedings of the sixth international symposium on micro machine and human science","39-43","","","FALSE","","","",""
"Zitzler E, Laumanns M, Thiele L","2002","SPEA2: Improving the strength Pareto evolutionary algorithm","TIK-report","103","","","FALSE","","","",""
"Deb K, Agrawal S, Pratab A, Meyarivan T","2000","A fast elitist non-dominated sorting genetic algorithm for multi-objective optimization: NSGA-II.","International Conference on Parallel Problem Solving From Nature","849-859","","","FALSE","","","",""
"Li Q, Pardalos PM, Resende MG","2015","Handbook of optimization in complex networks: Communication and social networks ","Springer Science Business Media","57","","","FALSE","","","",""
"Branke J, Deb K, Dierolf G, Luckey M, Miettinen K","2008","Multi-objective optimization test instances for the CEC 2009 special session and competition","Tech Rep","","","","FALSE","","","",""
"Coello Coello CA, Van Veldhuizen DA, Lamont GB","2007","Evolutionary algorithms for solving multi-objective problems, 2nd ed.","Springer","","","","FALSE","","","",""
"Kekre GB, Sonawane M, Kekre B, Gupta A","2015","Autonomous vehicles: A novel approach towards optimization","Springer","","","3-11","FALSE","","","",""
"Langdon WB, Poli R","2002","Foundations of genetic programming","Springer","","","","FALSE","","","",""
"Michalewicz Z, Fogel DB","2004","How to solve it: Modern heuristics, 2nd ed.","Springer","","","","FALSE","","","",""
"RiviÃ©re JF","2016","Optimization algorithms for learning: Training feedforward neural networks","Springer","","","","FALSE","","","",""
"Talbi EG","2009","Metaheuristics: From design to implementation","John Wiley Sons","","","","FALSE","","","",""
"Chakraborty S, Nagar AK","2018","A novel global optimization approach using chaotic maps","Journal of Vibration and Control","","","","FALSE","","","",""
"Lee YJ, Chae DS, Ong YS","2021","A fast and elitist multi-objective algorithm for engineering design optimization","Engineering Applications of Artificial Intelligence","101063","","","FALSE","","","",""
"Roy TK, Bhattacharjee J, Deka A","2021","Performance evaluation of optimization algorithms using neo fuzzy techniques","Benchmarking: An International Journal","","","","FALSE","","","",""
"Shi Y, Eberhart RC","1998","A modified particle swarm optimizer","Proceedings of the IEEE Congress on Evolutionary Computation","69-73","","","FALSE","","","",""
"Snow DW, Perrins CM","1998","The Birds of the Western Palearctic: Warblers","Oxford University Press","","","","FALSE","","","",""
"Marzluff JM, Omland KS","2017","Avian Conservation: Research and Management","Island Press","","","","FALSE","","","",""
"Sibley DA","2003","The Sibley Field Guide to Birds of Eastern North America","Knopf","","","","FALSE","","","",""
"Del Hoyo J, Elliott A, Christie D","2014","Handbook of the Birds of the World,Volume 19: Cotingas to Pipits and Wagtails","Lynx Edicions","","","","FALSE","","","",""
"Newton I","2010","Birds and Climate Change","Academic Press","","","","FALSE","","","",""
"Gill FB","2007","Ornithology.W.H.","Freeman and Company","","","","FALSE","","","",""
"Dickinson EC, Remsen JV","2013","The Howard and Moore Complete Checklist of the Birds of the World","Aves Press","","","","FALSE","","","",""
"Lack D","1968","Ecological Adaptations for Breeding in Birds","Methuen","","","","FALSE","","","",""
"Terborgh JW","2010","Why Birds Matter: Avian Ecological Function and Ecosystem Services","University of Chicago Press","","","","FALSE","","","",""
"Pyle P","2008","Identification Guide to North American Birds,Part I: Columbidae to Ploceidae","Slate Creek Press","","","","FALSE","","","",""
